bet_side,number_of_bets,win_rate,average_odds,average_model_probability,average_market_probability,average_edge,total_profit,roi,max_drawdown
red,109,0.3577981651376147,3.235241932228546,0.5178533465150094,0.33905434995905726,0.1787989965559521,6.702084387154799,0.061487012726190816,24.38753623188406
blue,132,0.2878787878787879,3.940325709891998,0.4782492477705809,0.2920226910514235,0.18622655671915733,-17.426265100819027,-0.1320171598546896,23.629122243676168
