strategy_name,edge_threshold,number_of_bets,win_rate,total_profit,roi,average_edge,average_odds,max_drawdown,total_staked
flat,0.08,241,0.31950207468879666,-10.724180713664227,-0.044498675160432474,0.18286720378227198,3.6214288975877817,30.08578891034283,241.0
flat,0.1,213,0.3051643192488263,-11.497202052398972,-0.05397747442440832,0.19486244546746453,3.7594775095524513,32.16699453551912,213.0
flat,0.0,367,0.3678474114441417,-20.37779778899519,-0.05552533457491877,0.1339708648044655,3.1699249948462267,30.381341861236773,367.0
flat,0.02,337,0.35311572700296734,-19.900033955418635,-0.05905054586177637,0.1449362725611629,3.274831420824545,30.33959925986884,337.0
flat,0.05,287,0.32752613240418116,-20.534047709187092,-0.0715472045616275,0.16404374649484227,3.432625029692264,32.78127965891862,287.0
