model_name,rows,log_loss,roc_auc,brier_score,accuracy,precision,recall,f1,mean_probability,calibration_gap,log_loss_vs_market
market_novig,4033,0.6188546016428974,0.6998071493046563,0.21536474306763398,0.6491445574014382,0.6756440281030445,0.7477321814254859,0.7098626204633997,0.5564827067625326,0.02209582624607005,0.0
rf_raw_market_blend,4033,0.6199937515573981,0.6992918331376331,0.21570762685751185,0.6476568311430697,0.6748826291079812,0.7451403887688985,0.7082734551426811,0.5552393830240104,0.022915487454195842,0.0011391499145007034
rf_sigmoid_market_blend,4033,0.6200412963325221,0.6991849732347373,0.21567714336566726,0.6498884205306223,0.6738544474393531,0.755939524838013,0.7125407166123778,0.5586449522815143,0.024445117479086988,0.0011866946896247343
rf_isotonic_market_blend,4033,0.6236662948497511,0.6959918736186785,0.21708639002845415,0.656087279940491,0.6735228122662678,0.7779697624190065,0.7219883744237322,0.5625136463828462,0.027341689119310668,0.004811693206853707
rf_sigmoid,4033,0.6700131185967768,0.5904432045901986,0.238550707674741,0.5931068683362262,0.6016284680337757,0.8617710583153347,0.7085775173148642,0.5755011013687402,0.02401858163754128,0.05115851695387941
rf_raw,4033,0.6752747029116417,0.5955732342343929,0.2410634151348442,0.5888916439375155,0.6368179925031237,0.660475161987041,0.6484308736217134,0.5304000976272504,0.05161589932294608,0.056420101268744305
rf_isotonic,4033,0.735832500174878,0.5893680682495341,0.24189619270416166,0.5911232333250682,0.6127285037237644,0.7818574514038877,0.6870373884987664,0.5759106243803824,0.03871780293034388,0.1169778985319806
