model_name,matched_test_fights,best_flat_threshold,best_flat_roi,best_flat_total_profit,best_flat_max_drawdown,best_kelly_threshold,best_kelly_fraction,best_kelly_final_bankroll,best_kelly_roi,any_positive_flat_roi,any_positive_kelly_final_bankroll
logistic_regression,367,0.0,-0.03879636232138844,-14.238264971949556,26.50697489955008,0.05,0.25,183.60167225050822,-0.1068573422469407,False,False
random_forest_historical,367,0.08,-0.044498675160432474,-10.724180713664227,30.08578891034283,0.08,0.25,208.99711939823644,-0.11688124397591838,False,False
